DATE,WGS1MO,WGS3MO,WGS6MO,WGS1YR,WGS2YR,WGS3YR,WGS5YR,WGS7YR,WGS10YR,WGS20YR
2009-05-01,0.05,0.13,0.30,0.50,0.92,1.37,1.98,2.63,3.10,4.05
2009-05-08,0.14,0.19,0.32,0.53,0.98,1.44,2.09,2.74,3.23,4.17
2009-05-15,0.14,0.18,0.29,0.52,0.89,1.32,2.01,2.65,3.14,4.09
2009-05-22,0.14,0.18,0.29,0.47,0.90,1.36,2.13,2.81,3.29,4.22
2009-05-29,0.15,0.16,0.30,0.49,0.95,1.47,2.38,3.14,3.59,4.47
2009-06-05,0.09,0.15,0.29,0.50,1.02,1.59,2.58,3.31,3.70,4.55
2009-06-12,0.09,0.19,0.31,0.56,1.36,1.96,2.88,3.53,3.89,4.67
2009-06-19,0.10,0.18,0.31,0.51,1.24,1.82,2.76,3.40,3.75,4.54
2009-06-26,0.10,0.19,0.32,0.48,1.14,1.72,2.66,3.29,3.63,4.37
2009-07-03,0.14,0.18,0.34,0.53,1.06,1.59,2.50,3.18,3.53,4.30
2009-07-10,0.15,0.19,0.27,0.46,0.94,1.46,2.31,3.00,3.42,4.22
2009-07-17,0.14,0.18,0.28,0.48,0.99,1.52,2.43,3.10,3.55,4.39
2009-07-24,0.15,0.19,0.28,0.47,1.01,1.54,2.48,3.16,3.62,4.46
2009-07-31,0.14,0.19,0.26,0.49,1.14,1.67,2.63,3.27,3.67,4.47
2009-08-07,0.15,0.18,0.29,0.49,1.23,1.78,2.73,3.38,3.77,4.50
2009-08-14,0.13,0.18,0.28,0.47,1.16,1.72,2.65,3.29,3.67,4.42
2009-08-21,0.11,0.17,0.26,0.44,1.05,1.56,2.47,3.11,3.48,4.26
2009-08-28,0.11,0.16,0.26,0.45,1.04,1.57,2.48,3.11,3.46,4.18
2009-09-04,0.09,0.14,0.23,0.42,0.93,1.44,2.33,2.99,3.37,4.12
2009-09-11,0.09,0.14,0.22,0.40,0.92,1.45,2.34,3.00,3.41,4.18
2009-09-18,0.04,0.11,0.20,0.40,0.98,1.52,2.43,3.07,3.46,4.19
2009-09-25,0.04,0.11,0.20,0.41,0.98,1.51,2.41,3.05,3.43,4.15
2009-10-02,0.05,0.12,0.17,0.39,0.94,1.43,2.28,2.89,3.28,4.00
2009-10-09,0.04,0.08,0.15,0.36,0.91,1.41,2.24,2.85,3.28,4.04
2009-10-16,0.05,0.07,0.16,0.36,0.95,1.47,2.36,2.99,3.43,4.23
2009-10-23,0.04,0.07,0.17,0.39,0.99,1.50,2.38,3.01,3.43,4.20
2009-10-30,0.03,0.07,0.17,0.39,0.98,1.51,2.41,3.07,3.49,4.27
2009-11-06,0.05,0.05,0.16,0.36,0.90,1.44,2.35,3.04,3.53,4.32
2009-11-13,0.06,0.07,0.17,0.33,0.84,1.37,2.30,2.99,3.48,4.33
2009-11-20,0.04,0.04,0.15,0.29,0.76,1.26,2.19,2.88,3.35,4.19
2009-11-27,0.06,0.05,0.14,0.27,0.73,1.22,2.12,2.80,3.30,4.14
2009-12-04,0.08,0.06,0.16,0.29,0.73,1.20,2.10,2.81,3.34,4.18
2009-12-11,0.02,0.03,0.15,0.32,0.78,1.25,2.18,2.93,3.47,4.33
2009-12-18,0.02,0.04,0.16,0.37,0.84,1.34,2.31,3.04,3.56,4.38
2009-12-25,0.01,0.07,0.18,0.41,0.95,1.49,2.50,3.25,3.76,4.53
2010-01-01,0.03,0.08,0.20,0.47,1.10,1.66,2.64,3.35,3.83,4.58
2010-01-08,0.03,0.06,0.16,0.41,1.02,1.60,2.60,3.32,3.83,4.60
2010-01-15,0.02,0.05,0.14,0.35,0.93,1.50,2.51,3.24,3.77,4.55
2010-01-22,0.03,0.06,0.14,0.31,0.89,1.44,2.42,3.14,3.66,4.42
2010-01-29,0.02,0.07,0.15,0.31,0.86,1.42,2.39,3.12,3.66,4.42
2010-02-05,0.04,0.10,0.17,0.33,0.83,1.38,2.33,3.09,3.66,4.42
